MVP_ID,Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
200,10th match (N),Mohali,25-April-2008,25-April-2008,Brett Lee,PBKS,70.93,16,20.53,26.67,1/9,1.48,44.26,8,1,9
201,10th match (N),Mohali,25-April-2008,25-April-2008,Harbhajan Singh,MI,51.69,0,-,- 0.33,3/32,3.08,52.02,1,3,32
202,10th match (N),Mohali,25-April-2008,25-April-2008,Piyush Chawla,PBKS,44.2,0,- 1.06,- 1.49,2/16,1.94,45.69,1,2,16
203,10th match (N),Mohali,25-April-2008,25-April-2008,Shaun Pollock,MI,34.61,22,22.85,17.61,1/40,1.68,17,21,1,40
204,10th match (N),Mohali,25-April-2008,25-April-2008,Ashish Nehra,MI,32.54,2,2,1.33,2/22,1.91,31.2,10,2,22
205,10th match (N),Mohali,25-April-2008,25-April-2008,Yuvraj Singh,PBKS,30.96,18,24.46,30.96,-,-,0,9,-,
206,10th match (N),Mohali,25-April-2008,25-April-2008,Irfan Pathan,PBKS,27.93,6,9.15,12.57,2/19,0.87,15.36,3,2,19
207,10th match (N),Mohali,25-April-2008,25-April-2008,Robin Uthappa,MI,27.39,21,24.94,27.39,-,-,0,18,-,
208,10th match (N),Mohali,25-April-2008,25-April-2008,Saurabh Tiwary,MI,25.86,17,21.55,25.86,-,-,0,10,-,
209,10th match (N),Mohali,25-April-2008,25-April-2008,Dwayne Bravo,MI,24.13,23,25.4,25.92,0/27,-,- 1.79,21,0,27
210,10th match (N),Mohali,25-April-2008,25-April-2008,Dhawal Kulkarni,MI,20.42,2,2,- 0.06,2/37,1.56,20.48,16,2,37
211,10th match (N),Mohali,25-April-2008,25-April-2008,Luke Ronchi,MI,18.01,11,14.15,18.01,-,-,0,8,-,
212,10th match (N),Mohali,25-April-2008,25-April-2008,Mahela Jayawardene,PBKS,16.56,12,14.23,16.56,-,-,0,7,-,
213,10th match (N),Mohali,25-April-2008,25-April-2008,Vikram Singh,PBKS,10.32,4,5.48,7.36,1/40,1.03,2.96,2,1,40
214,10th match (N),Mohali,25-April-2008,25-April-2008,Karan Goel,PBKS,8.32,18,14.45,8.32,-,-,0,21,-,
215,10th match (N),Mohali,25-April-2008,25-April-2008,Sreesanth,PBKS,3.32,0,- 1.01,- 0.91,2/31,0.86,4.24,1,2,31
216,10th match (N),Mohali,25-April-2008,25-April-2008,Abhishek Nayar,MI,0.16,2,1.87,0.16,-,-,0,3,-,
217,10th match (N),Mohali,25-April-2008,25-April-2008,Musavir Khote,MI,- 1.67,8,8,5.25,0/22,-,- 6.91,7,0,22
218,10th match (N),Mohali,25-April-2008,25-April-2008,Ramnaresh Sarwan,PBKS,- 2.13,7,3.36,- 2.13,-,-,0,9,-,
219,10th match (N),Mohali,25-April-2008,25-April-2008,Sunny Sohal,PBKS,- 9.37,0,- 4.69,- 9.37,-,-,0,4,-,
220,10th match (N),Mohali,25-April-2008,25-April-2008,Sanath Jayasuriya,MI,- 11.9,1,- 4.84,- 11.9,-,-,0,7,-,
221,11th match (D/N),Chennai,26-April-2008,26-April-2008,Matthew Hayden,CSK,72.64,70,74.34,72.64,-,-,0,49,-,
222,11th match (D/N),Chennai,26-April-2008,26-April-2008,Jacob Oram,CSK,65.73,0,-,0,3/32,4.01,65.73,0,3,32
223,11th match (D/N),Chennai,26-April-2008,26-April-2008,Wriddhiman Saha,KKR,52.7,27,39.11,52.7,-,-,0,16,-,
224,11th match (D/N),Chennai,26-April-2008,26-April-2008,Brendon McCullum,KKR,49.27,24,35.79,49.27,-,-,0,12,-,
225,11th match (D/N),Chennai,26-April-2008,26-April-2008,Laxmi Shukla,KKR,47.94,42,45.43,45.77,0/18,-,2.17,33,0,18
226,11th match (D/N),Chennai,26-April-2008,26-April-2008,Ajit Agarkar,KKR,44.64,11,10.84,10.09,1/19,1.41,34.55,9,1,19
227,11th match (D/N),Chennai,26-April-2008,26-April-2008,Palani Amarnath,CSK,44.51,0,-,0,2/29,2.51,44.51,0,2,29
228,11th match (D/N),Chennai,26-April-2008,26-April-2008,MS Dhoni,CSK,38.17,43,42.13,38.17,-,-,0,27,-,
229,11th match (D/N),Chennai,26-April-2008,26-April-2008,Muthiah Muralidaran,CSK,31.31,0,-,0,0/12,-,31.31,0,0,12
230,11th match (D/N),Chennai,26-April-2008,26-April-2008,Joginder Sharma,CSK,17.52,0,-,0,1/32,0.98,17.52,0,1,32
231,11th match (D/N),Chennai,26-April-2008,26-April-2008,Ishant Sharma,KKR,12.24,4,4.22,3.71,0/26,-,8.54,3,0,26
232,11th match (D/N),Chennai,26-April-2008,26-April-2008,Manpreet Gony,CSK,11.65,0,-,0,2/40,1.6,11.65,0,2,40
233,11th match (D/N),Chennai,26-April-2008,26-April-2008,Ashok Dinda,KKR,5.49,0,-,0,0/25,-,5.49,0,0,25
234,11th match (D/N),Chennai,26-April-2008,26-April-2008,Parthiv Patel,CSK,3.9,21,14.39,3.9,-,-,0,27,-,
235,11th match (D/N),Chennai,26-April-2008,26-April-2008,Suresh Raina,CSK,0,0,-,0,-,-,0,0,-,
236,11th match (D/N),Chennai,26-April-2008,26-April-2008,S Badrinath,CSK,0,0,-,0,-,-,0,0,-,
237,11th match (D/N),Chennai,26-April-2008,26-April-2008,Michael Hussey,CSK,0,0,-,0,-,-,0,0,-,
238,11th match (D/N),Chennai,26-April-2008,26-April-2008,Ricky Ponting,KKR,- 1.92,0,- 0.83,- 1.92,-,-,0,1,-,
239,11th match (D/N),Chennai,26-April-2008,26-April-2008,Sourav Ganguly,KKR,- 4.89,12,5.76,- 4.89,-,-,0,19,-,
240,11th match (D/N),Chennai,26-April-2008,26-April-2008,Mohammad Hafeez,KKR,- 5.57,16,7.76,- 6.93,0/16,-,1.36,24,0,16
241,11th match (D/N),Chennai,26-April-2008,26-April-2008,David Hussey,KKR,- 6.19,0,- 1.76,- 3.96,0/10,-,- 2.23,2,0,10
242,11th match (D/N),Chennai,26-April-2008,26-April-2008,Murali Kartik,KKR,- 6.88,3,2.26,1.4,0/33,-,- 8.28,3,0,33
243,12th match (N),Bengaluru,26-April-2008,26-April-2008,Shane Watson,RR,114.74,61,61,53.21,2/20,2.72,61.53,41,2,20
244,12th match (N),Bengaluru,26-April-2008,26-April-2008,Ross Taylor,RCB,99.98,44,69.85,99.98,-,-,0,20,-,
245,12th match (N),Bengaluru,26-April-2008,26-April-2008,Praveen Kumar,RCB,51.57,34,36.48,39.56,1/42,1.59,12.01,30,1,42
246,12th match (N),Bengaluru,26-April-2008,26-April-2008,Munaf Patel,RR,43.44,0,-,0,2/20,2.47,43.44,0,2,20
247,12th match (N),Bengaluru,26-April-2008,26-April-2008,Graeme Smith,RR,43.02,49,51.74,43.02,-,-,0,42,-,
248,12th match (N),Bengaluru,26-April-2008,26-April-2008,Zaheer Khan,RCB,42.52,17,12.5,7.73,1/24,1.65,34.79,18,1,24
249,12th match (N),Bengaluru,26-April-2008,26-April-2008,Yusuf Pathan,RR,30.83,21,27.64,34.29,0/10,-,- 3.46,12,0,10
250,12th match (N),Bengaluru,26-April-2008,26-April-2008,Shane Warne,RR,25.33,0,-,0,1/23,0.93,25.33,0,1,23
251,12th match (N),Bengaluru,26-April-2008,26-April-2008,Siddharth Trivedi,RR,18.6,0,-,0,1/29,0.93,18.6,0,1,29
252,12th match (N),Bengaluru,26-April-2008,26-April-2008,Jacques Kallis,RCB,14.38,11,12.72,13.28,0/7,-,1.1,10,0,7
253,12th match (N),Bengaluru,26-April-2008,26-April-2008,Virat Kohli,RCB,10.99,13,13.16,10.99,-,-,0,14,-,
254,12th match (N),Bengaluru,26-April-2008,26-April-2008,Anil Kumble,RCB,8.43,0,-,0,0/22,-,8.43,0,0,22
255,12th match (N),Bengaluru,26-April-2008,26-April-2008,Sunil Joshi,RCB,2.49,3,- 1.7,- 3.89,1/27,0.6,6.38,8,1,27
256,12th match (N),Bengaluru,26-April-2008,26-April-2008,Vinay Kumar,RCB,1.27,1,0.74,0.46,0/15,-,0.82,1,0,15
257,12th match (N),Bengaluru,26-April-2008,26-April-2008,Mohammad Kaif,RR,0.62,4,4,0.62,-,-,0,6,-,
258,12th match (N),Bengaluru,26-April-2008,26-April-2008,Sohail Tanvir,RR,0.21,0,-,0,0/31,-,0.21,0,0,31
259,12th match (N),Bengaluru,26-April-2008,26-April-2008,Dinesh Salunkhe,RR,0,0,-,0,-,-,0,0,-,
260,12th match (N),Bengaluru,26-April-2008,26-April-2008,Ravindra Jadeja,RR,0,0,-,0,-,-,0,0,-,
261,12th match (N),Bengaluru,26-April-2008,26-April-2008,Rahul Dravid,RCB,- 1.88,0,- 0.82,- 1.88,-,-,0,1,-,
262,12th match (N),Bengaluru,26-April-2008,26-April-2008,Mahesh Rawat,RR,- 3.17,0,- 1.2,- 3.17,-,-,0,2,-,
263,12th match (N),Bengaluru,26-April-2008,26-April-2008,Mark Boucher,RCB,- 9.21,4,- 1.2,- 9.21,-,-,0,10,-,
264,12th match (N),Bengaluru,26-April-2008,26-April-2008,Shivnarine Chanderpaul,RCB,- 12.15,2,- 3.87,- 12.15,-,-,0,9,-,
265,13th match (D/N),Mohali,27-April-2008,27-April-2008,Simon Katich,PBKS,108.72,75,93.53,108.72,-,-,0,52,-,
266,13th match (D/N),Mohali,27-April-2008,27-April-2008,Irfan Pathan,PBKS,69.86,10,10,7.48,2/26,2.88,62.38,7,2,26
267,13th match (D/N),Mohali,27-April-2008,27-April-2008,Yuvraj Singh,PBKS,62.47,40,40.78,35.24,1/11,1.11,27.23,29,1,11
268,13th match (D/N),Mohali,27-April-2008,27-April-2008,Vikram Singh,PBKS,61.67,0,-,0,3/29,3.54,61.67,0,3,29
269,13th match (D/N),Mohali,27-April-2008,27-April-2008,Shoaib Malik,DC,45.51,19,21.65,21.56,1/32,1.45,23.94,17,1,32
270,13th match (D/N),Mohali,27-April-2008,27-April-2008,Dinesh Karthik,DC,41.78,24,33.59,41.78,-,-,0,14,-,
271,13th match (D/N),Mohali,27-April-2008,27-April-2008,Manoj Tiwary,DC,36.04,39,39.51,36.04,-,-,0,34,-,
272,13th match (D/N),Mohali,27-April-2008,27-April-2008,Glenn McGrath,DC,33.58,0,-,0,1/29,1.61,33.58,0,1,29
273,13th match (D/N),Mohali,27-April-2008,27-April-2008,Brett Lee,PBKS,30.22,1,1,- 0.47,1/33,1.74,30.69,3,1,33
274,13th match (D/N),Mohali,27-April-2008,27-April-2008,Mohammad Asif,DC,27.3,0,-,0,2/39,2.17,27.3,0,2,39
275,13th match (D/N),Mohali,27-April-2008,27-April-2008,Gautam Gambhir,DC,24.03,18,22.18,24.03,-,-,0,14,-,
276,13th match (D/N),Mohali,27-April-2008,27-April-2008,Rajat Bhatia,DC,17.06,17,14.95,12.23,0/5,-,4.83,15,0,5
277,13th match (D/N),Mohali,27-April-2008,27-April-2008,Yo Mahesh,DC,16.24,6,4.99,3.23,1/23,0.43,13.01,5,1,23
278,13th match (D/N),Mohali,27-April-2008,27-April-2008,Farveez Maharoof,DC,16.11,18,19.32,20,0/31,-,- 3.89,12,0,31
279,13th match (D/N),Mohali,27-April-2008,27-April-2008,Mahela Jayawardene,PBKS,12.87,15,15.35,12.87,-,-,0,14,-,
280,13th match (D/N),Mohali,27-April-2008,27-April-2008,Kumar Sangakkara,PBKS,8.61,4,6.2,8.61,-,-,0,2,-,
281,13th match (D/N),Mohali,27-April-2008,27-April-2008,Piyush Chawla,PBKS,7.77,0,-,0,0/29,-,7.77,0,0,29
282,13th match (D/N),Mohali,27-April-2008,27-April-2008,Virender Sehwag,DC,4.59,6,5.73,4.59,-,-,0,6,-,
283,13th match (D/N),Mohali,27-April-2008,27-April-2008,Tanmay Srivastava,PBKS,0.08,7,5.62,0.08,-,-,0,9,-,
284,13th match (D/N),Mohali,27-April-2008,27-April-2008,Karan Goel,PBKS,- 3.89,1,- 1.04,- 3.89,-,-,0,3,-,
285,13th match (D/N),Mohali,27-April-2008,27-April-2008,Shikhar Dhawan,DC,- 6.27,0,- 2.82,- 6.27,-,-,0,3,-,
286,13th match (D/N),Mohali,27-April-2008,27-April-2008,Sreesanth,PBKS,- 11.9,0,-,0,0/25,-,- 11.9,0,0,25
287,14th match (N),DY Patil,27-April-2008,27-April-2008,Adam Gilchrist,DCH,128.87,109,120.76,128.87,-,-,0,47,-,
288,14th match (N),DY Patil,27-April-2008,27-April-2008,RP Singh,DCH,56.79,0,-,0,2/15,1.36,56.79,0,2,15
289,14th match (N),DY Patil,27-April-2008,27-April-2008,Shahid Afridi,DCH,51.29,0,-,0,2/32,2.43,51.29,0,2,32
290,14th match (N),DY Patil,27-April-2008,27-April-2008,Sanjay Bangar,DCH,42.06,0,-,0,2/34,2.12,42.06,0,2,34
291,14th match (N),DY Patil,27-April-2008,27-April-2008,Abhishek Nayar,MI,36.51,34,39.26,45.25,0/22,-,- 8.74,19,0,22
292,14th match (N),DY Patil,27-April-2008,27-April-2008,Dwayne Bravo,MI,34.03,34,38.61,42.88,0/31,-,- 8.85,18,0,31
293,14th match (N),DY Patil,27-April-2008,27-April-2008,Nuwan Zoysa,DCH,30.67,0,-,0,1/30,1.05,30.67,0,1,30
294,14th match (N),DY Patil,27-April-2008,27-April-2008,VVS Laxman,DCH,25.18,37,36.37,25.18,-,-,0,26,-,
295,14th match (N),DY Patil,27-April-2008,27-April-2008,Luke Ronchi,MI,11,13,12.28,11,-,-,0,11,-,
296,14th match (N),DY Patil,27-April-2008,27-April-2008,Pragyan Ojha,DCH,7,0,-,0,0/14,-,7,0,0,14
297,14th match (N),DY Patil,27-April-2008,27-April-2008,Robin Uthappa,MI,5.26,6,6.25,5.26,-,-,0,5,-,
298,14th match (N),DY Patil,27-April-2008,27-April-2008,Dhawal Kulkarni,MI,3.93,0,-,0,0/8,-,3.93,0,0,8
299,14th match (N),DY Patil,27-April-2008,27-April-2008,Ashish Nehra,MI,1.35,0,-,0,0/19,-,1.35,0,0,19
300,14th match (N),DY Patil,27-April-2008,27-April-2008,Rohit Sharma,DCH,0,0,-,0,-,-,0,0,-,
301,14th match (N),DY Patil,27-April-2008,27-April-2008,Arjun Yadav,DCH,0,0,-,0,-,-,0,0,-,
302,14th match (N),DY Patil,27-April-2008,27-April-2008,Andrew Symonds,DCH,0,0,-,0,-,-,0,0,-,
303,14th match (N),DY Patil,27-April-2008,27-April-2008,Siddharth Chitnis,MI,- 0.7,0,-,0,0/20,-,- 0.7,0,0,20
304,14th match (N),DY Patil,27-April-2008,27-April-2008,Sanath Jayasuriya,MI,- 0.9,18,10.29,- 2.24,0/17,-,1.34,21,0,17
305,14th match (N),DY Patil,27-April-2008,27-April-2008,Doddapaneni Kalyankrishna,DCH,- 3.05,0,-,0,0/23,-,- 3.05,0,0,23
306,14th match (N),DY Patil,27-April-2008,27-April-2008,Shaun Pollock,MI,- 4.77,31,21.34,8.77,0/33,-,- 13.54,31,0,33
307,14th match (N),DY Patil,27-April-2008,27-April-2008,Musavir Khote,MI,- 11.28,7,- 3.4,- 11.28,-,-,0,10,-,
308,14th match (N),DY Patil,27-April-2008,27-April-2008,Ajinkya Rahane,MI,- 18.32,0,- 8.55,- 18.32,-,-,0,7,-,
309,15th match (N),Bengaluru,28-April-2008,28-April-2008,MS Dhoni,CSK,100.91,65,79.23,100.91,-,-,0.0,30,-,
310,15th match (N),Bengaluru,28-April-2008,28-April-2008,Manpreet Gony,CSK,85.53,0,-,0,3/34,4.64,85.53,0,3,34
311,15th match (N),Bengaluru,28-April-2008,28-April-2008,Wasim Jaffer,RCB,62.3,50,57.25,62.3,-,-,0.0,33,-,
312,15th match (N),Bengaluru,28-April-2008,28-April-2008,Ross Taylor,RCB,62.19,53,58.4,62.19,-,-,0.0,34,-,
313,15th match (N),Bengaluru,28-April-2008,28-April-2008,Palani Amarnath,CSK,54.73,0,-,0,2/38,3.04,54.73,0,2,38
314,15th match (N),Bengaluru,28-April-2008,28-April-2008,Zaheer Khan,RCB,44.01,8,7.23,5.72,3/38,2.38,38.28,6,3,38
315,15th match (N),Bengaluru,28-April-2008,28-April-2008,Joginder Sharma,CSK,36.13,0,-,0,2/27,1.69,36.13,0,2,27
316,15th match (N),Bengaluru,28-April-2008,28-April-2008,Praveen Kumar,RCB,35.81,6,4.59,2.04,1/29,1.04,33.77,5,1,29
317,15th match (N),Bengaluru,28-April-2008,28-April-2008,Suresh Raina,CSK,35.72,28,32.43,35.72,-,-,0.0,17,-,
318,15th match (N),Bengaluru,28-April-2008,28-April-2008,Albie Morkel,CSK,31.15,0,-,0,1/38,1.53,31.15,0,1,38
319,15th match (N),Bengaluru,28-April-2008,28-April-2008,Michael Hussey,CSK,28.05,47,38.25,28.05,-,-,0.0,37,-,
320,15th match (N),Bengaluru,28-April-2008,28-April-2008,Parthiv Patel,CSK,18.88,21,20.89,18.88,-,-,0.0,17,-,
321,15th match (N),Bengaluru,28-April-2008,28-April-2008,Jacob Oram,CSK,17.91,0,-,0,0/27,-,17.91,0,0,27
322,15th match (N),Bengaluru,28-April-2008,28-April-2008,Jacques Kallis,RCB,17.45,14,12.93,11.31,0/36,-,6.14,10,0,36
323,15th match (N),Bengaluru,28-April-2008,28-April-2008,Virat Kohli,RCB,14.2,12,12.93,14.2,-,-,0.0,7,-,
324,15th match (N),Bengaluru,28-April-2008,28-April-2008,Balachandra Akhil,RCB,12.45,2,1.13,- 0.52,0/34,-,12.96,3,0,34
325,15th match (N),Bengaluru,28-April-2008,28-April-2008,Dale Steyn,RCB,5.51,1,0.79,0.52,0/40,-,4.98,2,0,40
326,15th match (N),Bengaluru,28-April-2008,28-April-2008,S Badrinath,CSK,0,0,-,0,-,-,0.0,0,-,
327,15th match (N),Bengaluru,28-April-2008,28-April-2008,Rahul Dravid,RCB,- 2.89,0,- 1.47,- 2.89,-,-,0.0,1,-,
328,15th match (N),Bengaluru,28-April-2008,28-April-2008,Bharat Chipli,RCB,- 4.41,8,2.96,- 4.41,-,-,0.0,11,-,
329,15th match (N),Bengaluru,28-April-2008,28-April-2008,Mark Boucher,RCB,- 7.61,4,- 1.68,- 7.61,-,-,0.0,6,-,
330,15th match (N),Bengaluru,28-April-2008,28-April-2008,Matthew Hayden,CSK,- 9.21,13,3.17,- 9.21,-,-,0.0,19,-,
331,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Sanath Jayasuriya,MI,103.27,18,27.11,38.69,3/14,2.76,64.58,10,3,14
332,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Dwayne Bravo,MI,80.03,64,68.37,63.45,1/25,0.81,16.58,53,1,25
333,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Laxmi Shukla,KKR,71.31,40,56.55,74.4,0/11,-,- 3.09,22,0,11
334,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Shaun Pollock,MI,57.69,0,-,0,2/27,3.3,57.69,0,2,27
335,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Debabrata Das,KKR,57.5,29,42.69,57.5,-,-,0,20,-,
336,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Ashok Dinda,KKR,45.53,0,-,0,1/12,1.66,45.53,0,1,12
337,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Ajit Agarkar,KKR,34.9,2,- 1.67,- 3.22,1/23,1.52,38.12,6,1,23
338,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Robin Uthappa,MI,30.65,37,38.13,30.65,-,-,0,37,-,
339,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Ishant Sharma,KKR,18.09,0,-,0,1/33,1.57,18.09,0,1,33
340,16th match (N),Eden Gardens,29-April-2008,29-April-2008,David Hussey,KKR,11.78,17,14.8,11.78,-,-,0,20,-,
341,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Dhawal Kulkarni,MI,11.72,0,-,0,0/15,-,11.72,0,0,15
342,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Sourav Ganguly,KKR,8.71,4,6.36,9.15,0/14,-,- 0.43,2,0,14
343,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Murali Kartik,KKR,5.74,10,8.2,5.39,0/24,-,0.35,11,0,24
344,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Pinal Shah,MI,0,0,-,0,-,-,0,0,-,
345,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Abhishek Nayar,MI,0,0,-,0,-,-,0,0,-,
346,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Brendon McCullum,KKR,- 0.68,1,0.49,- 0.68,-,-,0,2,-,
347,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Ashish Nehra,MI,- 3.75,0,-,0,0/9,-,- 3.75,0,0,9
348,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Ricky Ponting,KKR,- 4.28,19,10.64,- 4.28,-,-,0,31,-,
349,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Manish Pandey,MI,- 5.37,0,- 2.44,- 5.37,-,-,0,3,-,
350,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Ajinkya Rahane,MI,- 6.23,4,- 0.92,- 6.23,-,-,0,10,-,
351,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Dilhara Fernando,MI,- 11.83,0,-,0,1/41,0.41,- 11.83,0,1,41
352,16th match (N),Eden Gardens,29-April-2008,29-April-2008,Mohammad Hafeez,KKR,- 16.34,2,- 2.02,- 6.94,0/16,-,- 9.4,6,0,16
353,17th match (N),Delhi,30-April-2008,30-April-2008,Glenn McGrath,DC,103.67,0,-,0,4/29,5.54,103.67,0,4,29
354,17th match (N),Delhi,30-April-2008,30-April-2008,Gautam Gambhir,DC,89.97,86,91.35,89.97,-,-,0,54,-,
355,17th match (N),Delhi,30-April-2008,30-April-2008,Jacques Kallis,RCB,77.15,54,43.75,28.78,2/39,2.5,48.38,44,2,39
356,17th match (N),Delhi,30-April-2008,30-April-2008,Ross Taylor,RCB,50.9,29,40.2,50.9,-,-,0,15,-,
357,17th match (N),Delhi,30-April-2008,30-April-2008,Dale Steyn,RCB,49.88,0,-,0,1/29,1.66,49.88,0,1,29
358,17th match (N),Delhi,30-April-2008,30-April-2008,Shikhar Dhawan,DC,49.81,50,50.78,49.81,-,-,0,33,-,
359,17th match (N),Delhi,30-April-2008,30-April-2008,Daniel Vettori,DC,37.81,0,-,0,1/19,0.76,37.81,0,1,19
360,17th match (N),Delhi,30-April-2008,30-April-2008,Praveen Kumar,RCB,35.79,6,6,5.46,0/24,-,30.34,5,0,24
361,17th match (N),Delhi,30-April-2008,30-April-2008,Virender Sehwag,DC,30.63,24,31.31,37.93,0/30,-,- 7.3,12,0,30
362,17th match (N),Delhi,30-April-2008,30-April-2008,Rahul Dravid,RCB,27.76,38,35.43,27.76,-,-,0,30,-,
363,17th match (N),Delhi,30-April-2008,30-April-2008,Mark Boucher,RCB,23.29,31,28.56,23.29,-,-,0,17,-,
364,17th match (N),Delhi,30-April-2008,30-April-2008,Zaheer Khan,RCB,22.86,0,-,0,1/42,1.23,22.86,0,1,42
365,17th match (N),Delhi,30-April-2008,30-April-2008,Yo Mahesh,DC,12.55,0,-,0,0/28,-,12.55,0,0,28
366,17th match (N),Delhi,30-April-2008,30-April-2008,Shoaib Malik,DC,8.81,6,5.12,4.22,0/8,-,4.59,4,0,8
367,17th match (N),Delhi,30-April-2008,30-April-2008,Wasim Jaffer,RCB,6.78,10,9.35,6.78,-,-,0,9,-,
368,17th match (N),Delhi,30-April-2008,30-April-2008,Manoj Tiwary,DC,0.07,11,5.72,0.07,-,-,0,9,-,
369,17th match (N),Delhi,30-April-2008,30-April-2008,Rajat Bhatia,DC,- 0.01,8,6.57,5.15,0/14,-,- 5.16,5,0,14
370,17th match (N),Delhi,30-April-2008,30-April-2008,Mohammad Asif,DC,- 0.62,0,-,0,0/42,-,- 0.62,0,0,42
371,17th match (N),Delhi,30-April-2008,30-April-2008,Virat Kohli,RCB,- 1.21,1,0.94,0.28,0/11,-,- 1.49,1,0,11
372,17th match (N),Delhi,30-April-2008,30-April-2008,Dinesh Karthik,DC,- 7.36,2,- 2.58,- 7.36,-,-,0,4,-,
373,17th match (N),Delhi,30-April-2008,30-April-2008,Vinay Kumar,RCB,- 7.81,0,-,0,0/25,-,- 7.81,0,0,25
374,17th match (N),Delhi,30-April-2008,30-April-2008,Sunil Joshi,RCB,- 11.62,0,-,0,0/19,-,- 11.62,0,0,19
375,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Swapnil Asnodkar,RR,91.55,60,76.11,91.55,-,-,0,34,-,
376,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Umar Gul,KKR,78.15,2,2,1.22,3/31,3.7,76.93,2,3,31
377,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Yusuf Pathan,RR,64.83,55,59.94,62.18,0/14,-,2.65,33,0,14
378,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Ishant Sharma,KKR,55.45,1,1,0.64,1/26,1.83,54.81,1,1,26
379,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Sourav Ganguly,KKR,43.04,51,54.23,49.4,0/14,-,- 6.36,39,0,14
380,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Ravindra Jadeja,RR,36.4,33,35.6,36.4,-,-,0,19,-,
381,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Ajit Agarkar,KKR,32.31,20,25.49,31.36,1/46,0.86,0.95,13,1,46
382,18th match (D/N),Jaipur,01-May-2008,01-May-2008,David Hussey,KKR,28.07,42,45.57,39.05,0/26,-,- 10.98,30,0,26
383,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Sohail Tanvir,RR,25.03,3,1.84,0.61,2/30,1.63,24.42,3,2,30
384,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Shane Watson,RR,21.13,0,- 0.85,- 2.03,2/22,1.28,23.16,1,2,22
385,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Mohammad Kaif,RR,20.46,21,20.74,20.46,-,-,0,18,-,
386,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Ashok Dinda,KKR,12.86,1,1,0.67,0/30,-,12.19,3,0,30
387,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Siddharth Trivedi,RR,9.48,0,-,0,2/31,0.93,9.48,0,2,31
388,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Laxmi Shukla,KKR,9.04,2,1.74,0.53,1/16,0.99,8.51,2,1,16
389,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Munaf Patel,RR,5.91,0,-,0,0/29,-,5.91,0,0,29
390,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Salman Butt,KKR,4.43,7,6.15,4.43,-,-,0,7,-,
391,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Debabrata Das,KKR,3.63,11,11,3.63,-,-,0,13,-,
392,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Shane Warne,RR,2.08,7,2.96,- 3.09,1/20,0.61,5.17,8,1,20
393,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Mahesh Rawat,RR,0.06,1,0.63,0.06,-,-,0,1,-,
394,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Wriddhiman Saha,KKR,- 0.32,1,1,- 0.32,-,-,0,2,-,
395,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Brad Hodge,KKR,- 4.5,1,- 1.36,- 4.5,-,-,0,3,-,
396,18th match (D/N),Jaipur,01-May-2008,01-May-2008,Graeme Smith,RR,- 11.45,2,- 3.88,- 11.45,-,-,0,7,-,
397,19th match (N),Hyderabad,01-May-2008,01-May-2008,Rohit Sharma,DCH,112.86,76,94.44,112.86,-,-,0.0,42,-,
